_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
greenlu01,13-Nov-46,"New York, New York",0.3,38.3,0,50.7,90,10.5,4.3,3.6,-0.5,38.3,Long Island University,41st overall,3rd round,Cincinnati Royals,1969,7-Jun,"DeWitt Clinton in Bronx, New York",Luther Green,Power Forward,Right,190lb
greenmi01,6-Aug-51,"McComb, Mississippi",1.3,48,8.3,73.2,459,16.3,11.5,6.9,27.6,48,Louisiana Tech University,4th overall,1st round,Seattle SuperSonics,1973,10-Jun,"Higgins in McComb, Mississippi",Mike Green,Center,Right,200lb
greenri01,18-Aug-54,"Chicago, Illinois",5.5,46.9,20.7,80.7,946,15.3,9.4,1.9,47.2,47.1,University of Michigan,16th overall,1st round,Golden State Warriors,1977,Jun-00,"Hirsch Metro in Chicago, Illinois",Rickey Green,Point Guard,Right,170lb
greense01,2-Feb-70,"Santa Monica, California",0.5,38.6,24.6,62,84,9.7,4.2,1,-1.3,40.5,"North Carolina State University, Iona College",41st overall,2nd round,Indiana Pacers,1991,5-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Sean Green,Shooting Guard,Right,210lb
greensi01,20-Aug-33,"New York, New York",3.3,38.7,,67.6,504,9.1,9.2,4.3,10,,Duquesne University,1st overall,1st round,Rochester Royals,1956,2-Jun,"Boys in Brooklyn, New York",Si Green,Shooting Guard and Point Guard,Right,185lb
greensi02,4-Jan-61,"Brooklyn, New York",0.9,45.4,3.7,73.8,679,12.1,7.5,6.1,17.4,45.5,"University of Nevada, Las Vegas",5th overall,1st round,Chicago Bulls,1983,9-Jun,"Thomas Jefferson in Brooklyn, New York",Sidney Green,Center and Power Forward,Right,220lb
greenst01,4-Oct-53,"Madison, Wisconsin",0.8,44.1,0,73,205,12,5.8,2.4,3.4,44.1,Indiana University,30th overall,2nd round,Chicago Bulls,1975,7-Jun,"Silver Creek in Sellersburg, Indiana",Steve Green,Small Forward,Right,220lb
greenta01,28-Nov-86,"Fort Lauderdale, Florida",0.6,28,18.2,91.7,17,7,1.6,0.6,-0.1,32,University of Florida,52nd overall,2nd round,Portland Trail Blazers,2007,Jun-00,"Cardinal Gibbons in Ft. Lauderdale, Florida",Taurean Green,Shooting Guard and Point Guard,Right,177lb
greento01,8-Apr-56,"Baton Rouge, Louisiana",2.4,38.8,,76.2,59,8.3,3.9,1.2,-0.3,,Southern University and A&M College,35th overall,2nd round,New Orleans Jazz,1978,2-Jun,"McKinley in Baton Rouge, Louisiana",Tommie Green,Point Guard,Right,185lb
greenwi01,28-Jul-81,"Detroit, Michigan",1.4,42.5,34.6,76.5,731,11,8.3,1.8,12.9,47.1,University of Detroit Mercy,41st overall,2nd round,Seattle SuperSonics,2003,4-Jun,"Cooley in Detroit, Michigan",Willie Green,Shooting Guard,Right,200lb
greendo01,21-Feb-88,"Munich, Germany",0.7,40.6,30.4,70.1,253,10,6.1,2.4,1.5,46.3,Syracuse University,28th overall,1st round,Memphis Grizzlies,2008,11-Jun,"Towson Catholic in Towson, Maryland",Donte Greene,Small Forward and Power Forward,Right,226lb
greenor01,4-Feb-82,"Gainesville, Florida",1.2,38.7,21.2,64.2,131,6.1,2.5,1.5,-0.7,40.4,"University of Florida, University of Louisiana at Lafayette",53rd overall,2nd round,Boston Celtics,2005,4-Jun,"Gainesville in Gainesville, Florida",Orien Greene,Point Guard and Shooting Guard,Right,208lb
greenje01,22-Nov-41,,0.4,38.8,,72.4,25,9.8,4.9,3.3,0.4,,University of Maryland,24th overall,3rd round,Philadelphia 76ers,1963,5-Jun,"Weequahic in Newark, New Jersey",Jerry Greenspan,Shooting Guard,Right,195lb
greenda01,27-May-57,"Lynwood, California",2,47.7,13.8,76.5,823,13.6,10.2,7.9,46.4,47.8,"University of California, Los Angeles",2nd overall,1st round,Chicago Bulls,1979,9-Jun,"Verbum Dei in Los Angeles, California",Dave Greenwood,Power Forward,Right,222lb
greerha01,26-Jun-36,"Huntington, West Virginia",4,45.2,,80.1,1122,15.7,19.2,5,102.7,,Marshall University,13th overall,2nd round,Syracuse Nationals,1958,2-Jun,"Douglass in Huntington, West Virginia",Hal Greer,Point Guard and Shooting Guard,Right,175lb
greerly01,23-Oct-79,"Philadelphia, Pennsylvania",1.3,43.3,34.6,84.4,41,14,4.1,0.7,0.7,49.6,Temple University,,,,,2-Jun,"George Washington Carver High School of Engineering and Science in Philadelphia, Pennsylvania",Lynn Greer,Shooting Guard,Left,175lb
gregoga01,13-Aug-45,"Charlestown, West Virginia",1.3,43.6,75,72.5,361,11.7,8.9,6.3,3.9,43.6,University of South Carolina,24th overall,3rd round,New York Knicks,1967,7-Jun,"South Charleston in Charleston, West Virginia",Gary Gregor,Small Forward and Power Forward,Right,225lb
gregocl01,26-Dec-58,"Washington, District of Columbia",0.6,45.6,0,33.3,25,12.9,5.4,3.9,0,45.6,University of Wisconsin,41st overall,2nd round,Washington Bullets,1981,8-Jun,"Coolidge in Washington, District of Columbia",Claude Gregory,Power Forward,Right,205lb
greigjo01,28-Apr-61,"Sacramento, California",0,53.8,-,83.3,9,19.9,2.1,0.7,0.1,53.8,University of Oregon,65th overall,3rd round,Seattle SuperSonics,1982,7-Jun,"Timberline in Olympia, Washington",John Greig,Small Forward,Right,215lb
grekino01,22-Jun-30,"Philadelphia, Pennsylvania",0,-,,-,1,-23.3,0,0,0,,La Salle University,1953 NBA Draft,3rd roun,Philadelphia Warriors,,5-Jun,"West Philadelphia in Philadelphia, Pennsylvania",Norm Grekin,Forward,Right,180lb
greveke01,12-May-53,"Hamilton, Ohio",1.9,43.7,33.4,81.7,672,12.9,11,2.4,26.5,44.8,University of Kentucky,18th overall,1st round,Washington Bullets,1975,5-Jun,"Taft in Hamilton, Ohio",Kevin Grevey,Shooting Guard and Small Forward,Left,210lb
greyde01,26-Aug-47,"San Diego, California",0.8,41,0,53.6,62,8.8,8.8,5.6,0.6,41,California Western Uiversity,,,,,8-Jun,"Crawford in San Diego, California",Dennis Grey,Center,Right,215lb
griffad01,4-Jul-74,"Wichita, Kansas",1.4,43.8,27.8,76.3,477,11.8,4,3.2,16.3,45.2,Seton Hall University,,,,,5-Jun,"Wichita East in Wichita, Kansas",Adrian Griffin,Small Forward and Shooting Guard,Left,217lb
griffbl01,16-Mar-89,"Oklahoma City, Oklahoma",4.5,50.2,34.2,69.2,604,22.2,21.9,9,75.3,52.1,University of Oklahoma,1st overall,1st round,Los Angeles Clippers,2009,10-Jun,"Oklahoma Christian School in Edmond, Oklahoma",Blake Griffin,Power Forward,Right,250lb
griffed01,30-May-82,"Philadelphia, Pennsylvania",0.8,37.7,31.5,67.1,303,14.3,7.2,5.8,10.9,43,Seton Hall University,7th overall,1st round,New Jersey Nets,2001,10-Jun,"Roman Catholic in Philadelphia, Pennsylvania",Eddie Griffin,Power Forward and Center,Right,220lb
griffgr01,6-Sep-52,"Cleveland, Ohio",0.7,36.1,,63.9,36,6.8,4,2.9,-0.1,,Idaho State University,71st overall,4th round,Phoenix Suns,1977,7-Jun,,Greg Griffin,Small Forward,Right,190lb
griffpa01,20-Jan-54,"Shelby, Michigan",2.3,50.5,-,69.2,480,11.9,5.1,5.5,19.6,50.5,Western Michigan University,74th overall,5th round,New Orleans Jazz,1976,9-Jun,"Shelby in Shelby, Michigan",Paul Griffin,Power Forward and Center,Right,205lb
griffta01,18-Apr-86,"Oklahoma City, Oklahoma",0.1,40,0,50,8,5.2,1.3,0.3,0,40,University of Oklahoma,48th overall,2nd round,Phoenix Suns,2009,7-Jun,"Oklahoma Christian School in Edmond, Oklahoma",Taylor Griffin,Small Forward,Right,238lb
griffda01,16-Jun-58,"Louisville, Kentucky",2.1,46.3,33.2,70.7,765,14.6,16.2,3.3,22,48.7,University of Louisville,2nd overall,1st round,Utah Jazz,1980,4-Jun,"Male in Louisville, Kentucky",Darrell Griffith,Shooting Guard,Right,190lb
grigsch01,15-Aug-28,"Dayton, Ohio",1,36.8,,25,7,9.9,2.3,1.6,0,,University of Dayton,,1952 NBA Draf,Baltimore Bullets,,5-Jun,,Chuck Grigsby,Guard,Right,190lb
grimmde01,3-Aug-74,"Peoria, Illinois",0,28.6,33.3,100,9,7.9,1.6,0.4,0,42.9,University of Missouri,,,,,9-Jun,"Morton in Morton, Illinois",Derek Grimm,Small Forward,Right,230lb
grimswo01,24-Sep-19,United Kingdom,0,35.7,,47.7,21,-,2.9,-,0.6,,Brown University,,,,,1-Jun,"Dean Academy in Franklin, Massachusetts",Woody Grimshaw,Guard,Right,185lb
groatdi01,4-Nov-30,"Wilkinsburg, Pennsylvania",2.7,36.8,,79,26,18.2,11.9,3.3,2,,Duke University,3rd overall,1st round,Fort Wayne Pistons,1952,11-May,"Swissvale in Swissvale, Pennsylvania",Dick Groat,Point Guard,Right,180lb
grossbo01,3-Aug-53,"San Pedro, California",2.9,51.2,17.9,79.8,513,14.7,8.9,4.4,30.7,51.2,"Seattle University, California State University, Long Beach",25th overall,2nd round,Portland Trail Blazers,1975,6-Jun,"Fermin Lausen in San Pedro, California",Bob Gross,Small Forward,Right,200lb
grossmi01,7-Sep-47,"Raritan, New Jersey",0.4,44.1,-,56.5,25,10,4.1,4.9,-0.1,44.1,University of Louisville,42nd overall,3rd round,Philadelphia 76ers,1969,9-Jun,"Bridgewater-Raritan in Raritan, New Jersey",Mike Grosso,Center,Right,230lb
groteje01,28-Dec-40,,0.4,54.5,,100,11,14.9,1.3,0.4,0.1,,Loyola Marymount University,28th overall,4th round,St. Louis Hawks,1962,4-Jun,"Cantwell in Montebello, California",Jerry Grote,Guard,Right,215lb
grozaal01,7-Oct-26,"Martins Ferry, Ohio",2.4,47.4,,75.6,130,-,22.5,10.7,35.9,,University of Kentucky,2nd overall,1st round,Indianapolis Olympians,1949,7-Jun,"Martins Ferry in Martins Ferry, Ohio",Alex Groza,Center,Right,218lb
grubadi01,26-Jul-47,"Schenectady, New York",0.5,66.7,-,-,2,20.2,2,0,0,66.7,University of North Carolina,83rd overall,6th round,Los Angeles Lakers,1969,4-Jun,,Dick Grubar,Guard,Right,184lb
grundan01,15-Apr-79,"Louisville, Kentucky",0.8,50,33.3,64.3,12,16.6,4.3,1.4,0.2,56.6,North Carolina State University,,,,,3-Jun,"Warren Central in Bowling Green, Kentucky",Anthony Grundy,Shooting Guard,Right,180lb
grunfer01,24-Apr-55,"Satu-Mare, Romania",2,47.7,33.7,77,693,12.7,7.4,2.6,25,48.1,University of Tennessee,11th overall,1st round,Milwaukee Bucks,1977,6-Jun,"Forest Hills in Forest Hills, New York",Ernie Grunfeld,Shooting Guard and Small Forward,Right,210lb
guarige01,13-Sep-37,"Duryea, Pennsylvania",0.3,37.6,,61.1,129,9,3.2,2.3,1.2,,George Washington University,14th overall,2nd round,Boston Celtics,1959,5-Jun,"Holy Rosary in Duryea, Pennsylvania",Gene Guarilia,Small Forward,Right,220lb
gudmupe01,30-Oct-58,"Reykjavik, Iceland",1,49.4,50,75.4,150,10.6,4.6,3.8,2.1,49.5,University of Washington,61st overall,3rd round,Portland Trail Blazers,1981,2-Jul,"Mercer Island in Mercer Island, Washington",Petur Gudmundsson,Center,Right,260lb
gueriri01,29-May-32,"New York, New York",5,41.6,,78,848,17.3,17.3,5,69.2,,Iona College,17th overall,2nd round,New York Knicks,1954,4-Jun,"Mount Saint Michael in Bronx, New York",Richie Guerin,Shooting Guard,Right,195lb
guglito01,19-Dec-69,"Huntington Station, New York",2.8,45.1,28.4,75.7,763,15.9,13,7.3,40.2,46.3,North Carolina State University,6th overall,1st round,Washington Bullets,1992,10-Jun,"Walt Whitman in Huntington Station, New York",Tom Gugliotta,Small Forward and Power Forward,Right,240lb
guibean01,28-Oct-68,"Havana, Cuba",0.5,32.8,0,64,22,7.9,2.7,2.8,-0.2,32.8,,,,,,10-Jun,"Manuel Fajardo in Havana, Cuba",Andres Guibert,Center and Power Forward,Right,225lb
guidija01,18-Aug-69,"Milwaukee, Wisconsin",0.3,40.2,-,60.9,64,9.9,1.5,1.5,0.4,40.2,University of Minnesota Duluth,,,,,10-Jun,"Dominican in Whitefish Bay, Wisconsin",Jay Guidinger,Center,Right,255lb
gunthco01,5-Feb-23,"New York, New York",0.8,33.2,,64.2,84,-,10.6,-,8.6,,Boston College,,,,,4-Jun,"South Side in Rockville Centre, New York",Coulby Gunther,Forward,Right,190lb
gunthda01,22-Jul-37,,3,50,,-,1,31.6,2,3,0,,University of Iowa,56th overall,8th round,Philadelphia Warriors,1959,7-Jun,"Lemars in Lemars, Iowa",Dave Gunther,Forward,Right,190lb
guokaal01,7-Aug-25,"Philadelphia, Pennsylvania",1.7,31.1,,56,57,-,3.8,-,-1,,Saint Joseph's University,,,,,5-Jun,"Saint Joseph's Preparatory School in Philadelphia, Pennsylvania",Al Guokas,Forward/Guard,Right,200lb
guokama01,11-Nov-15,,0.2,26.9,,55.3,47,-,1.7,-,1.1,,Saint Joseph's University,,,,,3-Jun,"Roman Catholic in Philadelphia, Pennsylvania",Matt Guokas,Forward,Right,195lb
guokama02,25-Feb-44,"Philadelphia, Pennsylvania",3,48.9,,72.7,735,9.8,5.8,2,26.7,,Saint Joseph's University,9th overall,1st round,Philadelphia 76ers,1966,5-Jun,"St. Joseph's Preparatory School in Philadelphia, Pennsylvania",Matt Guokas,Shooting Guard and Small Forward,Right,175lb
gutiejo01,27-Dec-88,"Chihuahua, Mexico",1.5,50,17.6,77.8,47,10.9,2.9,1.1,0.8,51.4,University of California,,,,,3-Jun,"Findlay Prep in Henderson, Nevada",Jorge Gutierrez,Point Guard,Right,191lb
guytoaj01,12-Feb-78,"Peoria, Illinois",1.8,37.7,37.8,82.2,80,10.9,5.5,1,0.3,46,Indiana University,32nd overall,2nd round,Chicago Bulls,2000,1-Jun,"Central in Peoria, Illinois",A.J. Guyton,Point Guard,Right,180lb
hackeru01,10-May-53,"Mount Vernon, New York",1.1,41.1,-,61.9,28,10,5.5,3.3,0.4,41.1,Syracuse University,37th overall,3rd round,New Orleans Jazz,1975,9-Jun,"Mount Vernon in Mount Vernon, New York",Rudy Hackett,Power Forward,Right,210lb
haddaha01,19-May-85,"Ahvaz, Islamic Republic of Iran",0.3,46.3,0,63.2,151,13.3,2.2,2.5,1.6,46.3,,,,,,2-Jul,,Hamed Haddadi,Center,Right,254lb
hadnoji01,15-Jan-40,"Jasper, Texas",1.8,46.7,0,66.8,77,18.2,17.5,12.2,6.2,46.7,Providence College,25th overall,3rd round,Boston Celtics,1962,10-Jun,"McClymonds in Oakland, California",Jim Hadnot,Center,Right,235lb
haffnsc01,2-Feb-66,"Terre Haute, Indiana",1.8,40.3,13,66.7,50,8.4,4.3,1.1,-0.1,41,"University of Illinois at Urbana-Champaign, University of Evansville",45th overall,2nd round,Miami Heat,1989,3-Jun,"Noblesville in Noblesville, Indiana",Scott Haffner,Point Guard,Right,180lb
hagancl01,9-Dec-31,"Owensboro, Kentucky",3.2,45.4,0,79.9,839,19.8,17.7,6.6,85.3,45.4,University of Kentucky,1953 NBA Draft,3rd roun,Boston Celtics,,4-Jun,"Owensboro in Owensboro, Kentucky",Cliff Hagan,Small Forward,Right,210lb
hagangl01,25-Jun-55,"Sanford, Florida",2,42.9,-,100,4,18.1,1.8,1,0.1,42.9,St. Bonaventure University,43rd overall,2nd round,Philadelphia 76ers,1978,Jun-00,"Cardinal Mooney in Rochester, New York",Glenn Hagan,Point Guard,Right,170lb
haganto01,29-Jan-47,"Louisville, Kentucky",1.8,41.9,32.8,70.7,73,10.8,4.9,1.5,1.1,44.8,Vanderbilt University,36th overall,3rd round,San Francisco Warriors,1969,3-Jun,"Saint Xavier in Louisville, Kentucky",Tom Hagan,Point Guard and Shooting Guard,Right,185lb
hahnro01,25-Aug-25,,0.1,30.8,,28.6,10,-,1,-,0.1,,North Carolina State University,,,,,10-Jun,,Robert Hahn,Center,Right,240lb
hairsal01,11-Dec-45,,1,33.6,,60,42,7.2,2.2,1,-0.5,,Bowling Green State University,52nd overall,5th round,Seattle SuperSonics,1968,1-Jun,"Mount Clemens in Mount Clemens, Michigan",Al Hairston,Shooting Guard,Right,170lb
hairsha01,31-May-42,"Winston-Salem, North Carolina",1.6,47.8,,74.1,776,16.5,14.8,10.3,70,,New York University,33rd overall,4th round,Cincinnati Royals,1964,7-Jun,"Atkins in Winston-Salem, North Carolina",Happy Hairston,Power Forward and Small Forward,Right,225lb
hairsli01,8-Dec-51,"Detroit, Michigan",0.4,45.6,,58,47,14.8,5.8,3.8,1,,Michigan State University,64th overall,4th round,Detroit Pistons,1975,7-Jun,"Kettering in Detroit, Michigan",Lindsay Hairston,Small Forward,Right,180lb
hairsma01,23-Feb-87,"Detroit, Michigan",0.5,51.2,16.7,51.4,62,11.7,2.4,1.2,0.8,52,University of Oregon,48th overall,2nd round,Phoenix Suns,2008,6-Jun,"Renaissance in Detroit, Michigan",Malik Hairston,Shooting Guard,Right,220lb
hairspj02,24-Dec-92,"Greensboro, North Carolina",0.5,34.3,29.5,81,111,7.6,6,2.4,0.9,43.1,University of North Carolina,26th overall,1st round,Miami Heat,2014,6-Jun,"Hargrave Military Academy in Chatham, Virginia",P.J. Hairston,Small Forward and Shooting Guard,Right,230lb
haislma01,22-Dec-80,"Lewisburg, Tennessee",0.2,43.7,35,65.9,89,10.8,3.5,1.5,0.5,44.9,University of Tennessee,13th overall,1st round,Milwaukee Bucks,2002,10-Jun,"Marshall City in Lewisburg, Tennessee",Marcus Haislip,Power Forward and Small Forward,Right,230lb
halbech01,27-Feb-19,"Albany, Texas",1.4,31.4,,63.3,303,-,8.8,7.9,17.3,,West Texas A&M University,,,,,9-Jun,"House in House, New Mexico",Chick Halbert,Center,Right,225lb
halbrsw01,30-Jan-33,,0.4,34.7,,59.1,143,10.1,5.5,6.6,0.3,,Oregon State University,,1956 NBA Draf,Syracuse Nationals,,3-Jul,"Lincoln in Portland, Oregon",Swede Halbrook,Center,Right,235lb
halebr01,30-Aug-18,"Medford, Oregon",3,33.3,,76.3,142,-,9.1,1.9,9.2,,Santa Clara University,,,,,1-Jun,"Galileo in San Francisco, California",Bruce Hale,Guard/Forward,Right,170lb
haleha01,21-Sep-45,,2,32.6,31.3,67.4,72,5.6,5,2.9,1,36.9,Utah State University,,,,,1-Jun,,Hal Hale,Point Guard,Right,180lb
haleyja01,27-Jan-64,"Long Beach, California",0.2,42.5,0,65.5,341,9.7,3.5,2.7,2.9,42.5,"University of California, Los Angeles",79th overall,4th round,Chicago Bulls,1987,10-Jun,"Huntington Beach in Huntington Beach, California",Jack Haley,Power Forward and Center,Right,240lb
halimsh01,30-Mar-45,"Tampa, Florida",1.7,40,11.1,64.4,254,11.8,6.2,3.1,0.5,40.1,Utah State University,14th overall,1st round,Philadelphia 76ers,1968,5-Jun,"Romulus in Romulus, Michigan",Shaler Halimon,Shooting Guard and Small Forward,Left,199lb
hallmi01,5-Jun-84,"Chicago, Illinois",0.5,25,-,-,2,3.1,1,1,0,25,George Washington University,,,,,8-Jun,"Alan B. Shephard in Palos Heights, Illinois",Mike Hall,Small Forward,Right,230lb
hallije01,3-Jul-49,,1.3,44,,81.4,92,13.9,6.1,1.6,1.4,,Drake University,39th overall,3rd round,Atlanta Hawks,1971,5-Jun,"Malverne in Malverne, New York",Jeff Halliburton,Shooting Guard,Right,193lb
hamda01,23-Jul-73,"Saginaw, Michigan",0.5,51.8,25,49.4,417,9,2.7,2.3,5.6,52,Texas Tech University,,,,,7-Jun,"Saginaw in Saginaw, Michigan",Darvin Ham,Small Forward and Shooting Guard,Right,220lb
hamerst01,13-Nov-73,"Memphis, Tennessee",0.2,52.6,0,55.2,35,8.9,2.2,1.7,0.2,52.6,University of Tennessee,38th overall,2nd round,Boston Celtics,1996,Jul-00,"Middleton in Middleton, Tennessee",Steve Hamer,Center,Right,245lb
hamilda01,16-Aug-19,,1.2,24.2,,47.4,14,-,1.8,-,-0.3,,Franklin College,,,,,Jun-00,"South Side in Fort Wayne, Indiana",Dale Hamilton,Guard/Forward,Right,180lb
hamilda02,8-Aug-95,"Los Angeles, California",1.2,39.4,35.7,50,25,8.5,2.8,2.1,0,46.5,University of Connecticut,56th overall,2nd round,Denver Nuggets,2016,7-Jun,"St. John Bosco in Bellflower, California",Daniel Hamilton,Shooting Guard,Right,195lb
hamilde01,8-May-44,"Huntington Beach, California",0.8,51.1,0,77.3,144,12.2,4.6,3.1,4,51.1,Arizona State University,,,,,8-Jun,"Huntington Beach in Huntington Beach, California",Dennis Hamilton,Power Forward,Right,210lb
hamiljo01,5-Jul-48,"Lexington, Kentucky",3.5,40.8,31.2,80.7,344,13.3,12,2.6,12.4,44,University of North Texas,152nd overall,9th round,Milwaukee Bucks,1970,10-May,"Dunbar in Lexington, Kentucky",Joe Hamilton,Point Guard,Right,160lb
hamiljo02,6-Oct-90,"Los Angeles, California",0.8,40.8,35.7,67,151,13.4,5.9,2.8,3,48.9,University of Texas at Austin,26th overall,1st round,Dallas Mavericks,2011,7-Jun,"Dominguez in Compton, California",Jordan Hamilton,Small Forward,Right,220lb
hamilju01,1-Apr-90,"Newport Beach, California",0.8,46.4,30.9,79.8,113,13.9,6.1,3.6,3.7,52.3,"Iowa State University, Louisiana State University",45th overall,2nd round,Philadelphia 76ers,2012,Jul-00,"Lone Peak in Highland, Utah",Justin Hamilton,Center,Right,260lb
hamilra01,10-Jun-21,"Fort Wayne, Indiana",1.7,25.5,,67,48,-,6,-,-1.4,,Indiana University,,,,,1-Jun,"Fort Wayne South in Fort Wayne, Indiana",Ralph Hamilton,Guard/Forward,Right,188lb
hamilri01,14-Feb-78,"Coatesville, Pennsylvania",3.4,44.9,34.6,85.2,921,16.5,17.1,3.1,62.8,46.9,University of Connecticut,7th overall,1st round,Washington Wizards,1999,6-Jun,"Coatesville Area in Coatesville, Pennsylvania",Richard Hamilton,Small Forward and Shooting Guard,Right,185lb
hamilro01,20-Jul-57,"Los Angeles, California",2.6,40,0,68.4,73,9.1,4.6,1.5,-0.4,40,"University of California, Los Angeles",10th overall,1st round,Detroit Pistons,1979,2-Jun,"Verbum Dei in Los Angeles, California",Roy Hamilton,Point Guard,Right,180lb
hamilst01,30-Nov-34,"Columbia, Kentucky",0.5,37.2,,69.7,82,9.3,4.5,3.4,0.9,,Morehead State University,67th overall,9th round,Philadelphia Warriors,1957,6-Jun,"Charlestown in Charlestown, Indiana",Steve Hamilton,Small Forward,Left,190lb
hamilta01,26-May-78,"Jackson, Mississippi",0.6,52.6,0,0,9,10.9,2.2,2,0.2,52.6,Mississippi State University,,,,,8-Jun,"Lanier in Jackson, Mississippi",Tang Hamilton,Small Forward,Right,220lb
hamilth01,3-Apr-75,"Chicago, Illinois",0.5,40,-,46.3,33,9.9,3.2,3.4,-0.3,40,University of Pittsburgh,,,,,2-Jul,"Martin Luther King in Chicago, Illinois",Thomas Hamilton,Center,Right,330lb
hamilze01,27-Apr-75,"Floral Park, New York",0.2,44,-,66,134,14,4.4,3.5,3,44,St. John's University,,,,,11-Jun,"Sewanhaka in Floral Park, New York",Zendon Hamilton,Center and Power Forward,Left,250lb
hammige01,12-Jul-69,"Didam, Netherlands",0.3,40,-,66.7,8,14,1.8,0.9,0.1,40,Louisiana State University,26th overall,1st round,Orlando Magic,1993,Jul-00,"Thorbecke in Arnhem, Netherlands",Geert Hammink,Center,Right,262lb
hammoju01,27-May-43,"Chicago, Illinois",1.3,51.4,0,69.1,329,16.3,10.8,6.2,24.8,51.4,University of Tulsa,82nd overall,9th round,Los Angeles Lakers,1966,5-Jun,"DuSable in Chicago, Illinois",Julian Hammond,Small Forward,Left,205lb
hammoto01,27-Mar-67,"Fort Walton, Florida",0.6,48,0,69.1,687,11,5.3,3.3,14.7,48,Georgia Institute of Technology,9th overall,1st round,Washington Bullets,1989,9-Jun,"Crestview in Crestview, Florida",Tom Hammonds,Power Forward,Right,215lb
hammoaj01,27-Aug-92,"Gary, Indiana",0.2,40.5,50,45,22,8.4,2.2,1.6,0,46.4,Purdue University,46th overall,2nd round,Dallas Mavericks,2016,Jul-00,"Oak Hill Academy in Mouth of Wilson, Virginia",A.J. Hammons,Center,Right,260lb
hamoojo01,7-Sep-43,,3,33.5,20.5,73.8,76,10.1,9.9,2.9,0.3,34.4,University of Houston,,,,,Jun-00,"Fordson in Dearborn, Michigan",Joe Hamood,Shooting Guard,Right,180lb
hancoda01,3-Nov-71,"Birmingham, Alabama",0.7,53,33.3,57.9,133,10.5,3.5,1.3,1.1,53.2,University of Kansas,38th overall,2nd round,Charlotte Hornets,1994,7-Jun,"Griffin in Griffin, Georgia",Darrin Hancock,Small Forward,Right,205lb
